CD_REFNIS,CD_SECT,MS_PROP
45035,S,0.2523883581
45035,T,0.3842849737
45035,Z,0.3526623713
45041,P,0.0050521337
45041,S,0.2802321832
45041,T,0.3912716328
45041,Z,0.3234440503
45059,P,0.0188297541
45059,S,0.242141301
45059,T,0.3820417056
45059,Z,0.3569872393
45060,P,0.0198426274
45060,S,0.3061922682
45060,T,0.3633253507
45060,Z,0.3106397537
45061,P,0.0306088126
45061,S,0.2892700975
45061,T,0.3999327279
45061,Z,0.2801883619
45062,P,0.0381165919
45062,S,0.2343049327
45062,T,0.3688340807
45062,Z,0.3587443946
45063,P,0.0167897918
45063,S,0.2115513768
45063,T,0.4032907992
45063,Z,0.3683680322
45064,P,0.0381385584
45064,S,0.2827151854
45064,T,0.344296711
45064,Z,0.3348495451
45065,P,0.0172003175
45065,S,0.2370997618
45065,T,0.3807885684
45065,Z,0.3649113522
45068,P,0.0281806879
45068,S,0.2769719575
45068,T,0.3932863655
45068,Z,0.3015609891
46003,P,0.0196361536
46003,S,0.244970642
46003,T,0.4592357301
46003,Z,0.2761574743
46013,P,0.0165454286
46013,S,0.2501782913
46013,T,0.459278277
46013,Z,0.2739980031
46014,P,0.0161863173
46014,S,0.2773216885
46014,T,0.3783988355
46014,Z,0.3280931587
46020,P,0.0250479386
46020,S,0.2611457335
46020,T,0.42042186
46020,Z,0.2933844679
46021,P,0.0086384343
46021,S,0.2150497722
46021,T,0.4409313312
46021,Z,0.3353804623
46024,P,0.0130037337
46024,S,0.2632934209
46024,T,0.4129007339
46024,Z,0.3108021115
46025,P,0.0095658572
46025,S,0.2369389257
46025,T,0.4716703458
46025,Z,0.2818248712
51004,P,0.0221153846
51004,S,0.1638986014
51004,T,0.3875
51004,Z,0.426486014
51008,P,0.0191307578
51008,S,0.1950222883
51008,T,0.3463967311
51008,Z,0.4394502229
51009,P,0.0116171004
51009,S,0.220027881
51009,T,0.3529275093
51009,Z,0.4154275093
51012,P,0.0271622588
51012,S,0.194424589
51012,T,0.3852751966
51012,Z,0.3931379557
51014,P,0.0289492495
51014,S,0.1622587563
51014,T,0.3398856326
51014,Z,0.4689063617
51017,P,0.0388429752
51017,S,0.223553719
51017,T,0.352892562
51017,Z,0.3847107438
51019,P,0.0230483271
51019,S,0.1970260223
51019,T,0.3665427509
51019,Z,0.4133828996
51065,P,0.0492142266
51065,S,0.2369727047
51065,T,0.3444995864
51065,Z,0.3693134822
51067,P,0.0159020289
51067,S,0.1259367574
51067,T,0.5015536465
51067,Z,0.3566075672
51068,P,0.0409323479
51068,S,0.1517907902
51068,T,0.425525867
51068,Z,0.3817509949
51069,P,0.0302819836
51069,S,0.2118349771
51069,T,0.4197805251
51069,Z,0.3381025142
52010,P,0.0050030018
52010,S,0.2515509306
52010,T,0.3842305383
52010,Z,0.3592155293
52011,P,0.0020903891
52011,S,0.2065920176
52011,T,0.4149341284
52011,Z,0.3763834649
52012,P,0.0024422154
52012,S,0.2414304405
52012,T,0.3965983428
52012,Z,0.3595290013
52015,P,0.0066537289
52015,S,0.230200536
52015,T,0.4060622863
52015,Z,0.3570834488
52018,P,0.007028754
52018,S,0.2846645367
52018,T,0.3948881789
52018,Z,0.3134185304
52021,P,0.0101731864
52021,S,0.2355577086
52021,T,0.3888821606
52021,Z,0.3653869444
52022,P,0.0073664825
52022,S,0.2184831743
52022,T,0.4033149171
52022,Z,0.3708354261
52025,P,0.0090144231
52025,S,0.1744791667
52025,T,0.3918269231
52025,Z,0.4246794872
52048,P,0.0054040776
52048,S,0.1596659297
52048,T,0.3775485139
52048,Z,0.4573814788
52055,P,0.0181324957
52055,S,0.1626213592
52055,T,0.417190177
52055,Z,0.402055968
52074,P,0.0077148178
52074,S,0.2428837457
52074,T,0.3793562118
52074,Z,0.3700452248
52075,P,0.0230065359
52075,S,0.1735947712
52075,T,0.4120261438
52075,Z,0.391372549
53014,P,0.0023839797
53014,S,0.1996185633
53014,T,0.3753973299
53014,Z,0.4226001271
53020,P,0.011059579
53020,S,0.199429183
53020,T,0.3533713878
53020,Z,0.4361398502
53028,P,0.005521049
53028,S,0.1844030366
53028,T,0.3657694962
53028,Z,0.4443064182
53039,P,0.016985138
53039,S,0.1893842887
53039,T,0.3583864119
53039,Z,0.4352441614
53044,P,0.0259519767
53044,S,0.1314576764
53044,T,0.345379578
53044,Z,0.4972107689
53046,P,0.0538589672
53046,S,0.1471404775
53046,T,0.4025541366
53046,Z,0.3964464187
53053,P,0.0062830582
53053,S,0.1464657798
53053,T,0.3838435647
53053,Z,0.4634075974
53065,P,0.0025777625
53065,S,0.2000343702
53065,T,0.3899295412
53065,Z,0.4074583262
53068,P,0.0062360802
53068,S,0.1821826281
53068,T,0.3812917595
53068,Z,0.4302895323
53070,P,0.0090339677
53070,S,0.1780293905
53070,T,0.3496747772
53070,Z,0.4632618646
53082,P,0.0023489933
53082,S,0.2167785235
53082,T,0.3911073826
53082,Z,0.3897651007
53083,P,0.0253857641
53083,S,0.1652563464
53083,T,0.3130910901
53083,Z,0.4962667994
53084,P,0.0239829994
53084,S,0.1769884639
53084,T,0.3327261688
53084,Z,0.4663023679
55004,P,0.023453909
55004,S,0.15915986
55004,T,0.4388564761
55004,Z,0.378529755
55035,P,0.0298953662
55035,S,0.1904334828
55035,T,0.3853512706
55035,Z,0.3943198804
55040,P,0.0508457711
55040,S,0.1575124378
55040,T,0.376318408
55040,Z,0.4153233831
55050,P,0.0216572505
55050,S,0.1887947269
55050,T,0.4001883239
55050,Z,0.3893596987
55085,P,0.0170821791
55085,S,0.175900277
55085,T,0.433056325
55085,Z,0.3739612188
55086,P,0.0044866043
55086,S,0.2526599154
55086,T,0.3839251378
55086,Z,0.3589283425
56001,P,0.0097039064
56001,S,0.2388653894
56001,T,0.3575516298
56001,Z,0.3938790744
56005,P,0.0488527017
56005,S,0.1780162842
56005,T,0.3304959289
56005,Z,0.4426350851
56016,P,0.0495798319
56016,S,0.1714285714
56016,T,0.3044817927
56016,Z,0.4745098039
56022,P,0.0221962617
56022,S,0.191588785
56022,T,0.335864486
56022,Z,0.4503504673
56029,P,0.0641312453
56029,S,0.1916480239
56029,T,0.3407904549
56029,Z,0.4034302759
56044,P,0.0177465951
56044,S,0.1687990095
56044,T,0.3243912505
56044,Z,0.4890631449
56049,P,0.0270602706
56049,S,0.1992619926
56049,T,0.3290282903
56049,Z,0.4446494465
56051,P,0.0533707865
56051,S,0.2348314607
56051,T,0.2898876404
56051,Z,0.4219101124
56078,P,0.0182625021
56078,S,0.1519030551
56078,T,0.3684929169
56078,Z,0.4613415259
56086,P,0.0114275668
56086,S,0.1671940928
56086,T,0.3734177215
56086,Z,0.4479606188
56088,P,0.0437365011
56088,S,0.1717062635
56088,T,0.3228941685
56088,Z,0.461663067
57003,P,0.0275482094
57003,S,0.1811294766
57003,T,0.3694903581
57003,Z,0.4218319559
57018,P,0.0581683168
57018,S,0.2054455446
57018,T,0.3560231023
57018,Z,0.3803630363
57027,P,0.0193212782
57027,S,0.1842952688
57027,T,0.2979935596
57027,Z,0.4983898935
57062,P,0.0372197309
57062,S,0.1843049327
57062,T,0.3551569507
57062,Z,0.4233183857
57064,P,0.0182228673
57064,S,0.1743267215
57064,T,0.3365586196
57064,Z,0.4708917916
57072,P,0.0275608636
57072,S,0.2044097382
57072,T,0.3146531925
57072,Z,0.4533762058
57081,P,0.0202661597
57081,S,0.1412927757
57081,T,0.3653231939
57081,Z,0.4731178707
57093,P,0.0366076876
57093,S,0.1830384381
57093,T,0.3273337401
57093,Z,0.4530201342
57094,P,0.0326665443
57094,S,0.168838319
57094,T,0.3488713525
57094,Z,0.4496237842
57095,P,0.0373891001
57095,S,0.2896070976
57095,T,0.3643852978
57095,Z,0.3086185044
57096,P,0.0047990693
57096,S,0.211062097
57096,T,0.3417519027
57096,Z,0.442386931
57097,P,0.0309431717
57097,S,0.2094614698
57097,T,0.2973817316
57097,Z,0.4622136269
58001,P,0.0053900054
58001,S,0.2462077462
58001,T,0.3853083853
58001,Z,0.3630938631
58002,P,0.0078719945
58002,S,0.2350474887
58002,T,0.3655343544
58002,Z,0.3915461624
58003,P,0.0370615486
58003,S,0.2068166777
58003,T,0.3299139643
58003,Z,0.4262078094
58004,P,0.0054078414
58004,S,0.2466576536
58004,T,0.362175154
58004,Z,0.3857593511
61003,P,0.0044069745
61003,S,0.232803219
61003,T,0.3663537076
61003,Z,0.3964360989
61010,P,0.0309734513
61010,S,0.1644542773
61010,T,0.3657817109
61010,Z,0.4387905605
61012,P,0.0452907874
61012,S,0.2027792074
61012,T,0.3582089552
61012,Z,0.3937210499
61019,P,0.0291070548
61019,S,0.2007893439
61019,T,0.3685249137
61019,Z,0.4015786877
61024,P,0.0256232687
61024,S,0.2070637119
61024,T,0.3739612188
61024,Z,0.3933518006
61028,P,0.0255102041
61028,S,0.1864564007
61028,T,0.3501855288
61028,Z,0.4378478664
61031,P,0.0089095745
61031,S,0.1783244681
61031,T,0.3609042553
61031,Z,0.4518617021
61039,P,0.0170022371
61039,S,0.2008948546
61039,T,0.3418344519
61039,Z,0.4402684564
61041,P,0.0217142857
61041,S,0.224
61041,T,0.3548571429
61041,Z,0.3994285714
61043,P,0.0149606299
61043,S,0.1744094488
61043,T,0.3692913386
61043,Z,0.4413385827
61048,P,0.0417376491
61048,S,0.1908006814
61048,T,0.3347529813
61048,Z,0.4327086882
61063,P,0.0289351852
61063,S,0.1996527778
61063,T,0.3975694444
61063,Z,0.3738425926
61068,P,0.0160291439
61068,S,0.2218579235
61068,T,0.3686703097
61068,Z,0.393442623
61072,P,0.0117999625
61072,S,0.1972279453
61072,T,0.3465068365
61072,Z,0.4444652557
61079,P,0.0282455187
61079,S,0.1901140684
61079,T,0.3449212385
61079,Z,0.4367191744
61080,P,0.0123164377
61080,S,0.2586451919
61080,T,0.3728090952
61080,Z,0.3562292752
61081,P,0.0397923875
61081,S,0.1911764706
61081,T,0.3330449827
61081,Z,0.4359861592
62003,P,0.0044651717
62003,S,0.1751339551
62003,T,0.438082953
62003,Z,0.3823179202
62006,P,0.0122052705
62006,S,0.1825242718
62006,T,0.4147018031
62006,Z,0.3905686546
62009,P,0.0179448836
62009,S,0.1988891263
62009,T,0.3870967742
62009,Z,0.396069216
62011,P,0.0168067227
62011,S,0.2228246137
62011,T,0.3626999187
62011,Z,0.3976687449
62015,P,0.0024509804
62015,S,0.2274955437
62015,T,0.3776737968
62015,Z,0.3923796791
62022,P,0.0021448398
62022,S,0.1633863235
62022,T,0.4143325763
62022,Z,0.4201362604
62026,P,0.0294401544
62026,S,0.1998069498
62026,T,0.3745173745
62026,Z,0.3962355212
62027,P,0.0248618785
62027,S,0.2222222222
62027,T,0.3609576427
62027,Z,0.3919582566
62032,P,0.0041183077
62032,S,0.1622987645
62032,T,0.3979782853
62032,Z,0.4356046425
62038,P,0.0043103448
62038,S,0.2036206897
62038,T,0.3943103448
62038,Z,0.3977586207
62051,P,0.0018550008
62051,S,0.2232184263
62051,T,0.4132787139
62051,Z,0.361647859
62060,P,0.0205371248
62060,S,0.1864139021
62060,T,0.3725645076
62060,Z,0.4204844655
62063,P,0.0024592931
62063,S,0.1511741919
62063,T,0.4243968302
62063,Z,0.4219696848
62079,P,0.0064703979
62079,S,0.2236600884
62079,T,0.4011646716
62079,Z,0.368704842
62093,P,0.0032366824
62093,S,0.2331759946
62093,T,0.4171274444
62093,Z,0.3464598786
62096,P,0.0022698613
62096,S,0.2147288777
62096,T,0.4082723834
62096,Z,0.3747288777
62099,P,0.0103765194
62099,S,0.2189445597
62099,T,0.3877853543
62099,Z,0.3828935666
62100,P,0.0256756757
62100,S,0.1817567568
62100,T,0.379222973
62100,Z,0.4133445946
62108,P,0.0037956666
62108,S,0.2131899415
62108,T,0.3900047446
62108,Z,0.3930096473
62118,P,0.0034263959
62118,S,0.2234771574
62118,T,0.4156091371
62118,Z,0.3574873096
62119,P,0.0089207626
62119,S,0.2090257128
62119,T,0.353682001
62119,Z,0.4283715235
62120,P,0.0039548023
62120,S,0.2184180791
62120,T,0.3976271186
62120,Z,0.38
62121,P,0.0062969242
62121,S,0.1600871882
62121,T,0.3870186486
62121,Z,0.446597239
62122,P,0.0066869301
62122,S,0.2139817629
62122,T,0.3872340426
62122,Z,0.3920972644
63001,P,0.0658585859
63001,S,0.2125252525
63001,T,0.2832323232
63001,Z,0.4383838384
63003,P,0.0247311828
63003,S,0.2580645161
63003,T,0.3715053763
63003,Z,0.3456989247
63004,P,0.0189174987
63004,S,0.2406726222
63004,T,0.3636363636
63004,Z,0.3767735155
63012,P,0.0578778135
63012,S,0.2198553055
63012,T,0.2865755627
63012,Z,0.4356913183
63013,P,0.029815614
63013,S,0.2585327579
63013,T,0.2907022362
63013,Z,0.4209493919
63020,P,0.0094725511
63020,S,0.2587728741
63020,T,0.3569429494
63020,Z,0.3748116254
63023,P,0.0104890521
63023,S,0.2034876098
63023,T,0.3288317818
63023,Z,0.4571915563
63035,P,0.0167028789
63035,S,0.2406300923
63035,T,0.357821836
63035,Z,0.3848451928
63038,P,0.0258942872
63038,S,0.2229044314
63038,T,0.3539775761
63038,Z,0.3972237053
63040,P,0.0050872093
63040,S,0.1739341085
63040,T,0.2718023256
63040,Z,0.5491763566
63045,P,0.0487465181
63045,S,0.1824512535
63045,T,0.2660167131
63045,Z,0.5027855153
63046,P,0.0202702703
63046,S,0.2677364865
63046,T,0.34375
63046,Z,0.3682432432
63048,P,0.0337398374
63048,S,0.1926829268
63048,T,0.3398373984
63048,Z,0.4337398374
63049,P,0.0272302378
63049,S,0.2113391587
63049,T,0.3513513514
63049,Z,0.4100792522
63057,P,0.0150550087
63057,S,0.2044006948
63057,T,0.3526346265
63057,Z,0.4279096699
63058,P,0.0107470511
63058,S,0.2422018349
63058,T,0.3580602883
63058,Z,0.3889908257
63061,P,0.0180924726
63061,S,0.14004914
63061,T,0.2202367657
63061,Z,0.6216216216
63067,P,0.0429936306
63067,S,0.1708371247
63067,T,0.2893539581
63067,Z,0.4968152866
63072,P,0.0059283212
63072,S,0.1786580437
63072,T,0.3794125573
63072,Z,0.4360010779
63073,P,0.0301739439
63073,S,0.2062477813
63073,T,0.3464678736
63073,Z,0.4171104011
63075,P,0.0343773873
63075,S,0.1825821238
63075,T,0.3017570665
63075,Z,0.4812834225
63076,P,0.0212126901
63076,S,0.199549465
63076,T,0.3534822602
63076,Z,0.4257555848
63079,P,0.0041481823
63079,S,0.2133433197
63079,T,0.386414703
63079,Z,0.396093795
63080,P,0.0361757106
63080,S,0.2645348837
63080,T,0.3543281654
63080,Z,0.3449612403
63084,P,0.0131514856
63084,S,0.2126156844
63084,T,0.3862640039
63084,Z,0.3879688261
63086,P,0.0418250951
63086,S,0.1663498099
63086,T,0.3868821293
63086,Z,0.4049429658
63087,P,0.0852974186
63087,S,0.1363636364
63087,T,0.1812570146
63087,Z,0.5970819304
63088,P,0.0309575234
63088,S,0.2174226062
63088,T,0.3280537557
63088,Z,0.4235661147
63089,P,0.0276587456
63089,S,0.2785352552
63089,T,0.3424230619
63089,Z,0.3513829373
64008,P,0.0111940299
64008,S,0.1708955224
64008,T,0.4208955224
64008,Z,0.3970149254
64015,P,0.0177127455
64015,S,0.1605698883
64015,T,0.3919907586
64015,Z,0.4297266076
64021,P,0.0219198791
64021,S,0.1730914588
64021,T,0.3990929705
64021,Z,0.4058956916
64023,P,0.0311368573
64023,S,0.1614771904
64023,T,0.4033309196
64023,Z,0.4040550326
64025,P,0.0177556818
64025,S,0.1775568182
64025,T,0.4126420455
64025,Z,0.3920454545
64029,P,0.0246575342
64029,S,0.1890410959
64029,T,0.3965753425
64029,Z,0.3897260274
64034,P,0.0175602176
64034,S,0.1451437451
64034,T,0.4150738151
64034,Z,0.4222222222
64047,P,0.0195667365
64047,S,0.1397624039
64047,T,0.4150943396
64047,Z,0.4255765199
64056,P,0.0213567839
64056,S,0.2041457286
64056,T,0.3957286432
64056,Z,0.3787688442
64063,P,0.0186915888
64063,S,0.1917919545
64063,T,0.3766761479
64063,Z,0.4128403088
64065,P,0.0118389897
64065,S,0.2407261247
64065,T,0.3934490923
64065,Z,0.3539857932
64074,P,0.0101146325
64074,S,0.1478422117
64074,T,0.4039109912
64074,Z,0.4381321645
64075,P,0.0236220472
64075,S,0.1679790026
64075,T,0.3980752406
64075,Z,0.4103237095
64076,P,0.02891845
64076,S,0.1810294968
64076,T,0.3921341816
64076,Z,0.3979178716
71002,P,0.0075057737
71002,S,0.2569284065
71002,T,0.4001154734
71002,Z,0.3354503464
71004,P,0.0046982905
71004,S,0.2923129175
71004,T,0.4023548058
71004,Z,0.3006339862
71011,P,0.0075385904
71011,S,0.2612181405
71011,T,0.3818355869
71011,Z,0.3494076822
71016,P,0.0026189981
71016,S,0.2435252546
71016,T,0.4260652671
71016,Z,0.3277904801
71017,P,0.0340356564
71017,S,0.1942193409
71017,T,0.4014046461
71017,Z,0.3703403566
71020,P,0.0215527798
71020,S,0.2444281166
71020,T,0.3960323292
71020,Z,0.3379867744
71022,P,0.0050042719
71022,S,0.16764311
71022,T,0.4441901623
71022,Z,0.3831624558
71024,P,0.0229479259
71024,S,0.2188879082
71024,T,0.3980582524
71024,Z,0.3601059135
71034,P,0.0032446463
71034,S,0.2204737184
71034,T,0.386275146
71034,Z,0.3900064893
71037,P,0.0103603604
71037,S,0.268018018
71037,T,0.4016516517
71037,Z,0.31996997
71045,P,0.0347714102
71045,S,0.2363168062
71045,T,0.3882807469
71045,Z,0.3406310367
71053,P,0.0297999885
71053,S,0.1736123119
71053,T,0.4209464522
71053,Z,0.3756412473
71057,P,0.0050755137
71057,S,0.2974746224
71057,T,0.4054221342
71057,Z,0.2920277296
71066,P,0.0034401204
71066,S,0.2524188347
71066,T,0.4114168996
71066,Z,0.3327241453
71067,P,0.0097853535
71067,S,0.2616792929
71067,T,0.351010101
71067,Z,0.3775252525
71069,P,0.0046337158
71069,S,0.3064872021
71069,T,0.3925419241
71069,Z,0.296337158
71070,P,0.0051740357
71070,S,0.2589369708
71070,T,0.42144873
71070,Z,0.3144402634
72003,P,0.0314090191
72003,S,0.2749605194
72003,T,0.3307597824
72003,Z,0.3628706791
72004,P,0.0272407733
72004,S,0.2734329233
72004,T,0.3349443468
72004,Z,0.3643819566
72018,P,0.0323287671
72018,S,0.218630137
72018,T,0.2849315068
72018,Z,0.464109589
72020,P,0.0064187539
72020,S,0.2532617038
72020,T,0.3408916486
72020,Z,0.3994278937
72021,P,0.0185599702
72021,S,0.2378287633
72021,T,0.3314680097
72021,Z,0.4121432569
72030,P,0.0308456411
72030,S,0.2502940792
72030,T,0.3317213436
72030,Z,0.3871389361
72037,P,0.0184111831
72037,S,0.2318445278
72037,T,0.28503239
72037,Z,0.4647118991
72038,P,0.0071603542
72038,S,0.2528735632
72038,T,0.3521763708
72038,Z,0.3877897117
72039,P,0.0042649071
72039,S,0.292749658
72039,T,0.3960730667
72039,Z,0.3069123682
72041,P,0.0133960047
72041,S,0.2586368978
72041,T,0.3450058754
72041,Z,0.3829612221
72042,P,0.0177908857
72042,S,0.2979735515
72042,T,0.3480163638
72042,Z,0.3362191989
72043,P,0.0089932003
72043,S,0.2493967975
72043,T,0.3268991738
72043,Z,0.4147108284
73001,P,0.0222606026
73001,S,0.2402609864
73001,T,0.3970447131
73001,Z,0.3404336979
73006,P,0.0173213509
73006,S,0.2376431367
73006,T,0.3793303377
73006,Z,0.3657051747
73009,P,0.0471658206
73009,S,0.2148900169
73009,T,0.3974196277
73009,Z,0.3405245347
73022,P,0.0501261034
73022,S,0.2279319042
73022,T,0.4101513241
73022,Z,0.3117906683
73028,P,0.0930232558
73028,S,0.1860465116
73028,T,0.3953488372
73028,Z,0.3255813953
73032,P,0.0229678
73032,S,0.242738122
73032,T,0.4075658635
73032,Z,0.3267282144
73040,P,0.0242285131
73040,S,0.2218821729
73040,T,0.3996429482
73040,Z,0.3542463657
73042,P,0.0101698078
73042,S,0.1953722709
73042,T,0.3270199664
73042,Z,0.4674379548
73066,P,0.0294318027
73066,S,0.193078076
73066,T,0.349502657
73066,Z,0.4279874642
73083,P,0.0173806045
73083,S,0.1952626317
73083,T,0.4245174191
73083,Z,0.3628393448
73098,P,0.0276645312
73098,S,0.2649970879
73098,T,0.3948747816
73098,Z,0.3124635993
73107,P,0.0093313688
73107,S,0.2689258402
73107,T,0.3752894128
73107,Z,0.3464533782
73109,P,0.0563685637
73109,S,0.1598915989
73109,T,0.3203252033
73109,Z,0.4634146341
81001,P,0.0071948836
81001,S,0.0449458163
81001,T,0.1815597797
81001,Z,0.7662995203
81003,P,0.0275355668
81003,S,0.052776503
81003,T,0.1445617256
81003,Z,0.7751262047
81004,P,0.0059089329
81004,S,0.0537017727
81004,T,0.1727493917
81004,Z,0.7676399027
81013,P,0.0155520995
81013,S,0.0513219285
81013,T,0.1866251944
81013,Z,0.7465007776
81015,P,0.015719468
81015,S,0.0477629988
81015,T,0.1584038694
81015,Z,0.7781136638
82003,P,0.0376848466
82003,S,0.1141675942
82003,T,0.2666560661
82003,Z,0.5814914931
82005,P,0.0692520776
82005,S,0.1468144044
82005,T,0.2513850416
82005,Z,0.5325484765
82009,P,0.0596379127
82009,S,0.0947816826
82009,T,0.2087326944
82009,Z,0.6368477103
82014,P,0.0561056106
82014,S,0.1485148515
82014,T,0.3069306931
82014,Z,0.4884488449
82032,P,0.0394265233
82032,S,0.173998045
82032,T,0.2965135223
82032,Z,0.4900619094
82036,P,0.0733074601
82036,S,0.1410090556
82036,T,0.2608883139
82036,Z,0.5247951703
82037,P,0.0668693009
82037,S,0.1393110436
82037,T,0.2639311044
82037,Z,0.5298885512
82038,P,0.0733944954
82038,S,0.1335372069
82038,T,0.3098878695
82038,Z,0.4831804281
83012,P,0.0360610264
83012,S,0.1900138696
83012,T,0.3675450763
83012,Z,0.4063800277
83013,P,0.0406173842
83013,S,0.2168968318
83013,T,0.3306255077
83013,Z,0.4118602762
83028,P,0.0162715016
83028,S,0.1892143189
83028,T,0.3919107392
83028,Z,0.4026034403
83031,P,0.0637402285
83031,S,0.154539988
83031,T,0.3920625376
83031,Z,0.3896572459
83034,P,0.0175836642
83034,S,0.1730005672
83034,T,0.371667612
83034,Z,0.4377481566
83040,P,0.0377880184
83040,S,0.1732718894
83040,T,0.3451612903
83040,Z,0.4437788018
83044,P,0.0520408163
83044,S,0.1724489796
83044,T,0.3897959184
83044,Z,0.3857142857
83049,P,0.0557903635
83049,S,0.1800507185
83049,T,0.3060016906
83049,Z,0.4581572274
83055,P,0.061042524
83055,S,0.183127572
83055,T,0.3340192044
83055,Z,0.4218106996
84009,P,0.0397862233
84009,S,0.1689429929
84009,T,0.3206650831
84009,Z,0.4706057007
84010,P,0.045320197
84010,S,0.1748768473
84010,T,0.3733990148
84010,Z,0.4064039409
84016,P,0.0553505535
84016,S,0.2084870849
84016,T,0.3542435424
84016,Z,0.3819188192
84029,P,0.0469565217
84029,S,0.1373913043
84029,T,0.2956521739
84029,Z,0.52
84033,P,0.0587084149
84033,S,0.1081213307
84033,T,0.2363013699
84033,Z,0.5968688845
84035,P,0.0538461538
84035,S,0.1625
84035,T,0.3331730769
84035,Z,0.4504807692
84043,P,0.0456870099
84043,S,0.1234231163
84043,T,0.3010569383
84043,Z,0.5298329356
84050,P,0.0564971751
84050,S,0.2066854991
84050,T,0.3097928437
84050,Z,0.4270244821
84059,P,0.0239574091
84059,S,0.1739130435
84059,T,0.3074534161
84059,Z,0.4946761313
84068,P,0.0338114754
84068,S,0.1598360656
84068,T,0.3514344262
84068,Z,0.4549180328
84075,P,0.0671256454
84075,S,0.178141136
84075,T,0.3287435456
84075,Z,0.425989673
84077,P,0.044515442
84077,S,0.148029819
84077,T,0.3186368477
84077,Z,0.4888178914
85007,P,0.0392749245
85007,S,0.1203423968
85007,T,0.2618328298
85007,Z,0.5785498489
85009,P,0.0257458112
85009,S,0.081732734
85009,T,0.1908459338
85009,Z,0.701675521
85011,P,0.0455958549
85011,S,0.1233160622
85011,T,0.3098445596
85011,Z,0.5212435233
85024,P,0.0317757009
85024,S,0.1514018692
85024,T,0.1943925234
85024,Z,0.6224299065
85026,P,0.0076112412
85026,S,0.0825526932
85026,T,0.1879391101
85026,Z,0.7218969555
85034,P,0.0196793003
85034,S,0.082361516
85034,T,0.1727405248
85034,Z,0.7252186589
85039,P,0.0374233129
85039,S,0.1159509202
85039,T,0.2214723926
85039,Z,0.6251533742
85045,P,0.0137154053
85045,S,0.1310311046
85045,T,0.2206710752
85045,Z,0.6345824149
85046,P,0.014088641
85046,S,0.0698561785
85046,T,0.2107425888
85046,Z,0.7053125917
85047,P,0.0444162437
85047,S,0.1573604061
85047,T,0.1954314721
85047,Z,0.6027918782
91005,P,0.0296041308
91005,S,0.1549053356
91005,T,0.3555938038
91005,Z,0.4598967298
91013,P,0.0389688249
91013,S,0.1654676259
91013,T,0.3378297362
91013,Z,0.4577338129
91015,P,0.0783553142
91015,S,0.236617533
91015,T,0.3204034135
91015,Z,0.3646237393
91030,P,0.0295566502
91030,S,0.1482450739
91030,T,0.3856219212
91030,Z,0.4365763547
91034,P,0.0188452285
91034,S,0.1417401764
91034,T,0.3714915798
91034,Z,0.4679230152
91054,P,0.0445632799
91054,S,0.2281639929
91054,T,0.3226381462
91054,Z,0.4046345811
91059,P,0.0345045901
91059,S,0.1627097183
91059,T,0.3497942387
91059,Z,0.452991453
91064,P,0.0549450549
91064,S,0.1758241758
91064,T,0.3545150502
91064,Z,0.4147157191
91072,P,0.0502702703
91072,S,0.1713513514
91072,T,0.3454054054
91072,Z,0.432972973
91103,P,0.0550678372
91103,S,0.1532322426
91103,T,0.3415802075
91103,Z,0.4501197127
91114,P,0.0282190635
91114,S,0.1768394649
91114,T,0.3735367893
91114,Z,0.4214046823
91120,P,0.0417678485
91120,S,0.19378339
91120,T,0.3516270034
91120,Z,0.4128217581
91141,P,0.0142255005
91141,S,0.1533192835
91141,T,0.3422023182
91141,Z,0.4902528978
91142,P,0.0211699164
91142,S,0.1699164345
91142,T,0.3805013928
91142,Z,0.4284122563
91143,P,0.0495049505
91143,S,0.1551155116
91143,T,0.3366336634
91143,Z,0.4587458746
92003,P,0.0209968403
92003,S,0.1710325145
92003,T,0.3696870859
92003,Z,0.4382835593
92006,P,0.0208126858
92006,S,0.1420548398
92006,T,0.3980839115
92006,Z,0.4390485629
92035,P,0.0183976261
92035,S,0.1713649852
92035,T,0.412611276
92035,Z,0.3976261128
92045,P,0.0073421439
92045,S,0.1794419971
92045,T,0.3483113069
92045,Z,0.4649045521
92048,P,0.0148652053
92048,S,0.2149155959
92048,T,0.3638196019
92048,Z,0.4063995969
92054,P,0.0222739362
92054,S,0.1569148936
92054,T,0.3926196809
92054,Z,0.4281914894
92087,P,0.0243902439
92087,S,0.2013133208
92087,T,0.347467167
92087,Z,0.4268292683
92094,P,0.0060215054
92094,S,0.1228673835
92094,T,0.4079808841
92094,Z,0.463130227
92097,P,0.0345316935
92097,S,0.1863765374
92097,T,0.3614001892
92097,Z,0.4176915799
92101,P,0.0120312813
92101,S,0.1554040505
92101,T,0.3725686786
92101,Z,0.4599959896
92114,P,0.0173310225
92114,S,0.1842865396
92114,T,0.413056037
92114,Z,0.3853264009
92137,P,0.00643054
92137,S,0.2409921405
92137,T,0.3658262733
92137,Z,0.3867510462
92138,P,0.0285271318
92138,S,0.1615503876
92138,T,0.3888372093
92138,Z,0.4210852713
92140,P,0.0098515332
92140,S,0.2381018454
92140,T,0.371583183
92140,Z,0.3804634383
92141,P,0.0197007481
92141,S,0.1443890274
92141,T,0.4114713217
92141,Z,0.4244389027
92142,P,0.0133333333
92142,S,0.1419607843
92142,T,0.4360784314
92142,Z,0.408627451
93010,P,0.0404040404
93010,S,0.1866028708
