CD_REFNIS,MS_SEX,<65 year,>=65year,TOTAL,,TX_DESCR_FR
62022,MAN,7670,2299,9969,Chaudfontaine,Chaudfontaine
62022,VROUW,7791,3040,10831,Chaudfontaine,Chaudfontaine
62026,TOTAL,4361,1043,5404,Comblain-au-Pont,Comblain-au-Pont
62026,MAN,2207,422,2629,Comblain-au-Pont,Comblain-au-Pont
62026,VROUW,2154,621,2775,Comblain-au-Pont,Comblain-au-Pont
62027,TOTAL,6155,1253,7408,Dalhem,Dalhem
62027,MAN,3036,601,3637,Dalhem,Dalhem
62027,VROUW,3119,652,3771,Dalhem,Dalhem
62032,TOTAL,10005,2912,12917,Esneux,Esneux
62032,MAN,4971,1281,6252,Esneux,Esneux
62032,VROUW,5034,1631,6665,Esneux,Esneux
62038,TOTAL,12655,3871,16526,Fléron,Fléron
62038,MAN,6196,1619,7815,Fléron,Fléron
62038,VROUW,6459,2252,8711,Fléron,Fléron
62051,TOTAL,32633,7356,39989,Herstal,Herstal
62051,MAN,16247,3081,19328,Herstal,Herstal
62051,VROUW,16386,4275,20661,Herstal,Herstal
62060,TOTAL,7461,1834,9295,Juprelle,Juprelle
62060,MAN,3750,864,4614,Juprelle,Juprelle
62060,VROUW,3711,970,4681,Juprelle,Juprelle
62063,TOTAL,162881,34446,197327,Luik,Liège
62063,MAN,83532,14321,97853,Luik,Liège
62063,VROUW,79349,20125,99474,Luik,Liège
62079,TOTAL,20227,5219,25446,Oupeye,Oupeye
62079,MAN,10080,2294,12374,Oupeye,Oupeye
62079,VROUW,10147,2925,13072,Oupeye,Oupeye
62093,TOTAL,19884,4379,24263,Saint-Nicolas (Luik),Saint-Nicolas (Liège)
62093,MAN,9799,1827,11626,Saint-Nicolas (Luik),Saint-Nicolas (Liège)
62093,VROUW,10085,2552,12637,Saint-Nicolas (Luik),Saint-Nicolas (Liège)
62096,TOTAL,52607,11652,64259,Seraing,Seraing
62096,MAN,26165,4791,30956,Seraing,Seraing
62096,VROUW,26442,6861,33303,Seraing,Seraing
62099,TOTAL,13787,3138,16925,Soumagne,Soumagne
62099,MAN,6857,1392,8249,Soumagne,Soumagne
62099,VROUW,6930,1746,8676,Soumagne,Soumagne
62100,TOTAL,12010,2702,14712,Sprimont,Sprimont
62100,MAN,5898,1184,7082,Sprimont,Sprimont
62100,VROUW,6112,1518,7630,Sprimont,Sprimont
62108,TOTAL,14277,3535,17812,Wezet,Visé
62108,MAN,7067,1526,8593,Wezet,Visé
62108,VROUW,7210,2009,9219,Wezet,Visé
62118,TOTAL,18575,4085,22660,Grâce-Hollogne,Grâce-Hollogne
62118,MAN,9312,1776,11088,Grâce-Hollogne,Grâce-Hollogne
62118,VROUW,9263,2309,11572,Grâce-Hollogne,Grâce-Hollogne
62119,TOTAL,10615,2677,13292,Blegny,Blegny
62119,MAN,5316,1190,6506,Blegny,Blegny
62119,VROUW,5299,1487,6786,Blegny,Blegny
62120,TOTAL,21275,5029,26304,Flémalle,Flémalle
62120,MAN,10461,2155,12616,Flémalle,Flémalle
62120,VROUW,10814,2874,13688,Flémalle,Flémalle
62121,TOTAL,7482,2441,9923,Neupré,Neupré
62121,MAN,3738,1094,4832,Neupré,Neupré
62121,VROUW,3744,1347,5091,Neupré,Neupré
62122,TOTAL,6789,1410,8199,Trooz,Trooz
62122,MAN,3388,644,4032,Trooz,Trooz
62122,VROUW,3401,766,4167,Trooz,Trooz
63000,TOTAL,233919,53853,287772,Arrondissement Verviers,Arrondissement de Verviers
63000,MAN,117940,24012,141952,Arrondissement Verviers,Arrondissement de Verviers
63000,VROUW,115979,29841,145820,Arrondissement Verviers,Arrondissement de Verviers
63001,TOTAL,4441,1033,5474,Amel,Amblève
63001,MAN,2324,488,2812,Amel,Amblève
63001,VROUW,2117,545,2662,Amel,Amblève
63003,TOTAL,3409,879,4288,Aubel,Aubel
63003,MAN,1733,364,2097,Aubel,Aubel
63003,VROUW,1676,515,2191,Aubel,Aubel
63004,TOTAL,3732,722,4454,Baelen,Baelen
63004,MAN,1883,338,2221,Baelen,Baelen
63004,VROUW,1849,384,2233,Baelen,Baelen
63012,TOTAL,4340,1138,5478,Büllingen,Bullange
63012,MAN,2277,544,2821,Büllingen,Bullange
63012,VROUW,2063,594,2657,Büllingen,Bullange
63013,TOTAL,4467,1143,5610,Bütgenbach,Butgenbach
63013,MAN,2302,512,2814,Bütgenbach,Butgenbach
63013,VROUW,2165,631,2796,Bütgenbach,Butgenbach
63020,TOTAL,13098,2150,15248,Dison,Dison
63020,MAN,6556,938,7494,Dison,Dison
63020,VROUW,6542,1212,7754,Dison,Dison
63023,TOTAL,15786,3891,19677,Eupen,Eupen
63023,MAN,7948,1697,9645,Eupen,Eupen
63023,VROUW,7838,2194,10032,Eupen,Eupen
63035,TOTAL,14221,3388,17609,Herve,Herve
63035,MAN,7077,1478,8555,Herve,Herve
63035,VROUW,7144,1910,9054,Herve,Herve
63038,TOTAL,6971,1614,8585,Jalhay,Jalhay
63038,MAN,3538,755,4293,Jalhay,Jalhay
63038,VROUW,3433,859,4292,Jalhay,Jalhay
63040,TOTAL,8929,2179,11108,Kelmis,La Calamine
63040,MAN,4487,982,5469,Kelmis,La Calamine
63040,VROUW,4442,1197,5639,Kelmis,La Calamine
63045,TOTAL,2958,656,3614,Lierneux,Lierneux
63045,MAN,1497,313,1810,Lierneux,Lierneux
63045,VROUW,1461,343,1804,Lierneux,Lierneux
63046,TOTAL,4881,1031,5912,Limburg,Limbourg
63046,MAN,2490,457,2947,Limburg,Limbourg
63046,VROUW,2391,574,2965,Limburg,Limbourg
63048,TOTAL,4753,1011,5764,Lontzen,Lontzen
63048,MAN,2415,479,2894,Lontzen,Lontzen
63048,VROUW,2338,532,2870,Lontzen,Lontzen
63049,TOTAL,10063,2678,12741,Malmedy,Malmedy
63049,MAN,5016,1138,6154,Malmedy,Malmedy
63049,VROUW,5047,1540,6587,Malmedy,Malmedy
63057,TOTAL,3358,722,4080,Olne,Olne
63057,MAN,1700,353,2053,Olne,Olne
63057,VROUW,1658,369,2027,Olne,Olne
63058,TOTAL,8075,1697,9772,Pepinster,Pepinster
63058,MAN,4047,723,4770,Pepinster,Pepinster
63058,VROUW,4028,974,5002,Pepinster,Pepinster
63061,TOTAL,8732,2027,10759,Raeren,Raeren
63061,MAN,4361,948,5309,Raeren,Raeren
63061,VROUW,4371,1079,5450,Raeren,Raeren
63067,TOTAL,7909,1813,9722,Sankt Vith,Saint-Vith
63067,MAN,4046,823,4869,Sankt Vith,Saint-Vith
63067,VROUW,3863,990,4853,Sankt Vith,Saint-Vith
63072,TOTAL,7705,2524,10229,Spa,Spa
63072,MAN,3908,1073,4981,Spa,Spa
63072,VROUW,3797,1451,5248,Spa,Spa
63073,TOTAL,5813,1356,7169,Stavelot,Stavelot
63073,MAN,2981,605,3586,Stavelot,Stavelot
63073,VROUW,2832,751,3583,Stavelot,Stavelot
63075,TOTAL,2579,588,3167,Stoumont,Stoumont
63075,MAN,1304,271,1575,Stoumont,Stoumont
63075,VROUW,1275,317,1592,Stoumont,Stoumont
63076,TOTAL,9761,2270,12031,Theux,Theux
63076,MAN,4835,1025,5860,Theux,Theux
63076,VROUW,4926,1245,6171,Theux,Theux
63079,TOTAL,45110,10097,55207,Verviers,Verviers
63079,MAN,22617,4311,26928,Verviers,Verviers
63079,VROUW,22493,5786,28279,Verviers,Verviers
63080,TOTAL,6113,1312,7425,Weismes,Waimes
63080,MAN,3168,601,3769,Weismes,Waimes
63080,VROUW,2945,711,3656,Weismes,Waimes
63084,TOTAL,8086,1916,10002,Welkenraedt,Welkenraedt
63084,MAN,4032,869,4901,Welkenraedt,Welkenraedt
63084,VROUW,4054,1047,5101,Welkenraedt,Welkenraedt
63086,TOTAL,2079,474,2553,Trois-Ponts,Trois-Ponts
63086,MAN,1059,213,1272,Trois-Ponts,Trois-Ponts
63086,VROUW,1020,261,1281,Trois-Ponts,Trois-Ponts
63087,TOTAL,3195,740,3935,Burg-Reuland,Burg-Reuland
63087,MAN,1627,360,1987,Burg-Reuland,Burg-Reuland
63087,VROUW,1568,380,1948,Burg-Reuland,Burg-Reuland
63088,TOTAL,8534,1925,10459,Plombières,Plombières
63088,MAN,4283,933,5216,Plombières,Plombières
63088,VROUW,4251,992,5243,Plombières,Plombières
63089,TOTAL,4821,879,5700,Thimister-Clermont,Thimister-Clermont
63089,MAN,2429,421,2850,Thimister-Clermont,Thimister-Clermont
63089,VROUW,2392,458,2850,Thimister-Clermont,Thimister-Clermont
64000,TOTAL,66604,14785,81389,Arrondissement Borgworm,Arrondissement de Waremme
64000,MAN,33305,6425,39730,Arrondissement Borgworm,Arrondissement de Waremme
64000,VROUW,33299,8360,41659,Arrondissement Borgworm,Arrondissement de Waremme
64008,TOTAL,2640,492,3132,Berloz,Berloz
64008,MAN,1342,226,1568,Berloz,Berloz
64008,VROUW,1298,266,1564,Berloz,Berloz
64015,TOTAL,5384,991,6375,Braives,Braives
64015,MAN,2718,437,3155,Braives,Braives
64015,VROUW,2666,554,3220,Braives,Braives
64021,TOTAL,2777,635,3412,Crisnée,Crisnée
64021,MAN,1379,285,1664,Crisnée,Crisnée
64021,VROUW,1398,350,1748,Crisnée,Crisnée
64023,TOTAL,2578,482,3060,Donceel,Donceel
64023,MAN,1311,242,1553,Donceel,Donceel
64023,VROUW,1267,240,1507,Donceel,Donceel
64025,TOTAL,2672,561,3233,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher
64025,MAN,1366,261,1627,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher
64025,VROUW,1306,300,1606,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher
64029,TOTAL,3016,469,3485,Geer,Geer
64029,MAN,1524,216,1740,Geer,Geer
64029,VROUW,1492,253,1745,Geer,Geer
64034,TOTAL,13377,3194,16571,Hannuit,Hannut
64034,MAN,6632,1346,7978,Hannuit,Hannut
64034,VROUW,6745,1848,8593,Hannuit,Hannut
64047,TOTAL,2733,578,3311,Lijsem,Lincent
64047,MAN,1370,256,1626,Lijsem,Lincent
64047,VROUW,1363,322,1685,Lijsem,Lincent
64056,TOTAL,3254,641,3895,Oerle,Oreye
64056,MAN,1588,286,1874,Oerle,Oreye
64056,VROUW,1666,355,2021,Oerle,Oreye
64063,TOTAL,4863,1043,5906,Remicourt,Remicourt
64063,MAN,2437,438,2875,Remicourt,Remicourt
64063,VROUW,2426,605,3031,Remicourt,Remicourt
64065,TOTAL,5555,1248,6803,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse
64065,MAN,2812,561,3373,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse
64065,VROUW,2743,687,3430,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse
64074,TOTAL,12000,3334,15334,Borgworm,Waremme
64074,MAN,5944,1361,7305,Borgworm,Waremme
64074,VROUW,6056,1973,8029,Borgworm,Waremme
64075,TOTAL,2467,470,2937,Wasseiges,Wasseiges
64075,MAN,1225,211,1436,Wasseiges,Wasseiges
64075,VROUW,1242,259,1501,Wasseiges,Wasseiges
64076,TOTAL,3288,647,3935,Faimes,Faimes
64076,MAN,1657,299,1956,Faimes,Faimes
64076,VROUW,1631,348,1979,Faimes,Faimes
70000,TOTAL,697412,176636,874048,Provincie Limburg,Province du Limbourg
70000,MAN,353479,81791,435270,Provincie Limburg,Province du Limbourg
70000,VROUW,343933,94845,438778,Provincie Limburg,Province du Limbourg
71000,TOTAL,334081,84415,418496,Arrondissement Hasselt,Arrondissement de Hasselt
71000,MAN,168849,38424,207273,Arrondissement Hasselt,Arrondissement de Hasselt
71000,VROUW,165232,45991,211223,Arrondissement Hasselt,Arrondissement de Hasselt
71002,TOTAL,6672,1530,8202,As,As
71002,MAN,3351,706,4057,As,As
71002,VROUW,3321,824,4145,As,As
71004,TOTAL,38010,8336,46346,Beringen,Beringen
71004,MAN,19311,3948,23259,Beringen,Beringen
71004,VROUW,18699,4388,23087,Beringen,Beringen
71011,TOTAL,15266,3765,19031,Diepenbeek,Diepenbeek
71011,MAN,7794,1750,9544,Diepenbeek,Diepenbeek
71011,VROUW,7472,2015,9487,Diepenbeek,Diepenbeek
71016,TOTAL,53548,12679,66227,Genk,Genk
71016,MAN,27122,5580,32702,Genk,Genk
71016,VROUW,26426,7099,33525,Genk,Genk
71017,TOTAL,6800,1605,8405,Gingelom,Gingelom
71017,MAN,3456,748,4204,Gingelom,Gingelom
71017,VROUW,3344,857,4201,Gingelom,Gingelom
71020,TOTAL,7390,2037,9427,Halen,Halen
71020,MAN,3782,922,4704,Halen,Halen
71020,VROUW,3608,1115,4723,Halen,Halen
71022,TOTAL,60926,17370,78296,Hasselt,Hasselt
71022,MAN,30613,7699,38312,Hasselt,Hasselt
71022,VROUW,30313,9671,39984,Hasselt,Hasselt
71024,TOTAL,10095,2541,12636,Herk-de-Stad,Herck-la-Ville
71024,MAN,5052,1185,6237,Herk-de-Stad,Herck-la-Ville
71024,VROUW,5043,1356,6399,Herk-de-Stad,Herck-la-Ville
71034,TOTAL,12720,3035,15755,Leopoldsburg,Bourg-Léopold
71034,MAN,6468,1390,7858,Leopoldsburg,Bourg-Léopold
71034,VROUW,6252,1645,7897,Leopoldsburg,Bourg-Léopold
71037,TOTAL,11808,3082,14890,Lummen,Lummen
71037,MAN,6064,1478,7542,Lummen,Lummen
71037,VROUW,5744,1604,7348,Lummen,Lummen
71045,TOTAL,5509,1438,6947,Nieuwerkerken (Hasselt),Nieuwerkerken (Hasselt)
71045,MAN,2750,662,3412,Nieuwerkerken (Hasselt),Nieuwerkerken (Hasselt)
71045,VROUW,2759,776,3535,Nieuwerkerken (Hasselt),Nieuwerkerken (Hasselt)
71053,TOTAL,31531,9059,40590,Sint-Truiden,Saint-Trond
71053,MAN,15985,4036,20021,Sint-Truiden,Saint-Trond
71053,VROUW,15546,5023,20569,Sint-Truiden,Saint-Trond
71057,TOTAL,14768,3845,18613,Tessenderlo,Tessenderlo
71057,MAN,7342,1808,9150,Tessenderlo,Tessenderlo
71057,VROUW,7426,2037,9463,Tessenderlo,Tessenderlo
71066,TOTAL,17049,4188,21237,Zonhoven,Zonhoven
71066,MAN,8559,1916,10475,Zonhoven,Zonhoven
71066,VROUW,8490,2272,10762,Zonhoven,Zonhoven
71067,TOTAL,5721,1568,7289,Zutendaal,Zutendaal
71067,MAN,2918,750,3668,Zutendaal,Zutendaal
71067,VROUW,2803,818,3621,Zutendaal,Zutendaal
71069,TOTAL,8815,2082,10897,Ham,Ham
71069,MAN,4452,968,5420,Ham,Ham
71069,VROUW,4363,1114,5477,Ham,Ham
71070,TOTAL,27453,6255,33708,Heusden-Zolder,Heusden-Zolder
71070,MAN,13830,2878,16708,Heusden-Zolder,Heusden-Zolder
71070,VROUW,13623,3377,17000,Heusden-Zolder,Heusden-Zolder
72000,TOTAL,201590,49999,251589,Arrondissement Maaseik,Arrondissement de Maaseik
72000,MAN,102425,23839,126264,Arrondissement Maaseik,Arrondissement de Maaseik
72000,VROUW,99165,26160,125325,Arrondissement Maaseik,Arrondissement de Maaseik
72003,TOTAL,10422,2688,13110,Bocholt,Bocholt
72003,MAN,5247,1310,6557,Bocholt,Bocholt
72003,VROUW,5175,1378,6553,Bocholt,Bocholt
72004,TOTAL,12766,3319,16085,Bree,Bree
72004,MAN,6420,1547,7967,Bree,Bree
72004,VROUW,6346,1772,8118,Bree,Bree
72018,TOTAL,9766,2408,12174,Kinrooi,Kinrooi
72018,MAN,5013,1173,6186,Kinrooi,Kinrooi
72018,VROUW,4753,1235,5988,Kinrooi,Kinrooi
72020,TOTAL,26990,7089,34079,Lommel,Lommel
72020,MAN,13705,3415,17120,Lommel,Lommel
72020,VROUW,13285,3674,16959,Lommel,Lommel
72021,TOTAL,20063,5254,25317,Maaseik,Maaseik
72021,MAN,10183,2402,12585,Maaseik,Maaseik
72021,VROUW,9880,2852,12732,Maaseik,Maaseik
72030,TOTAL,13287,3070,16357,Peer,Peer
72030,MAN,6795,1482,8277,Peer,Peer
72030,VROUW,6492,1588,8080,Peer,Peer
72037,TOTAL,11164,3205,14369,Hamont-Achel,Hamont-Achel
72037,MAN,5755,1542,7297,Hamont-Achel,Hamont-Achel
72037,VROUW,5409,1663,7072,Hamont-Achel,Hamont-Achel
72038,TOTAL,10104,2315,12419,Hechtel-Eksel,Hechtel-Eksel
72038,MAN,5142,1157,6299,Hechtel-Eksel,Hechtel-Eksel
72038,VROUW,4962,1158,6120,Hechtel-Eksel,Hechtel-Eksel
72039,TOTAL,25135,5520,30655,Houthalen-Helchteren,Houthalen-Helchteren
72039,MAN,12703,2605,15308,Houthalen-Helchteren,Houthalen-Helchteren
72039,VROUW,12432,2915,15347,Houthalen-Helchteren,Houthalen-Helchteren
72041,TOTAL,16767,3823,20590,Dilsen-Stokkem,Dilsen-Stokkem
72041,MAN,8468,1815,10283,Dilsen-Stokkem,Dilsen-Stokkem
72041,VROUW,8299,2008,10307,Dilsen-Stokkem,Dilsen-Stokkem
72042,TOTAL,19019,4513,23532,Oudsbergen,Oudsbergen
72042,MAN,9759,2137,11896,Oudsbergen,Oudsbergen
72042,VROUW,9260,2376,11636,Oudsbergen,Oudsbergen
72043,TOTAL,26107,6795,32902,Pelt,Pelt
72043,MAN,13235,3254,16489,Pelt,Pelt
72043,VROUW,12872,3541,16413,Pelt,Pelt
73000,TOTAL,161741,42222,203963,Arrondissement Tongeren,Arrondissement de Tongres
73000,MAN,82205,19528,101733,Arrondissement Tongeren,Arrondissement de Tongres
73000,VROUW,79536,22694,102230,Arrondissement Tongeren,Arrondissement de Tongres
73001,TOTAL,9075,2424,11499,Alken,Alken
73001,MAN,4628,1125,5753,Alken,Alken
73001,VROUW,4447,1299,5746,Alken,Alken
73006,TOTAL,25800,6528,32328,Bilzen,Bilzen
73006,MAN,13040,2982,16022,Bilzen,Bilzen
73006,VROUW,12760,3546,16306,Bilzen,Bilzen
73009,TOTAL,8592,2314,10906,Borgloon,Looz
73009,MAN,4404,1061,5465,Borgloon,Looz
73009,VROUW,4188,1253,5441,Borgloon,Looz
73022,TOTAL,5924,1467,7391,Heers,Heers
73022,MAN,3002,688,3690,Heers,Heers
73022,VROUW,2922,779,3701,Heers,Heers
73028,TOTAL,62,21,83,Herstappe,Herstappe
73028,MAN,38,12,50,Herstappe,Herstappe
73028,VROUW,24,9,33,Herstappe,Herstappe
73032,TOTAL,7719,1969,9688,Hoeselt,Hoeselt
73032,MAN,3900,910,4810,Hoeselt,Hoeselt
73032,VROUW,3819,1059,4878,Hoeselt,Hoeselt
73040,TOTAL,6718,1724,8442,Kortessem,Kortessem
73040,MAN,3399,831,4230,Kortessem,Kortessem
73040,VROUW,3319,893,4212,Kortessem,Kortessem
73042,TOTAL,20134,5707,25841,Lanaken,Lanaken
73042,MAN,10277,2730,13007,Lanaken,Lanaken
73042,VROUW,9857,2977,12834,Lanaken,Lanaken
73066,TOTAL,13170,3585,16755,Riemst,Riemst
73066,MAN,6754,1673,8427,Riemst,Riemst
73066,VROUW,6416,1912,8328,Riemst,Riemst
73083,TOTAL,23949,7047,30996,Tongeren,Tongres
73083,MAN,12084,3181,15265,Tongeren,Tongres
73083,VROUW,11865,3866,15731,Tongeren,Tongres
73098,TOTAL,5826,1546,7372,Wellen,Wellen
73098,MAN,2959,733,3692,Wellen,Wellen
73098,VROUW,2867,813,3680,Wellen,Wellen
73107,TOTAL,31497,7019,38516,Maasmechelen,Maasmechelen
73107,MAN,16048,3194,19242,Maasmechelen,Maasmechelen
73107,VROUW,15449,3825,19274,Maasmechelen,Maasmechelen
73109,TOTAL,3275,871,4146,Voeren,Fourons
73109,MAN,1672,408,2080,Voeren,Fourons
73109,VROUW,1603,463,2066,Voeren,Fourons
80000,TOTAL,236169,48469,284638,Provincie Luxemburg,Province du Luxembourg
80000,MAN,120276,21413,141689,Provincie Luxemburg,Province du Luxembourg
80000,VROUW,115893,27056,142949,Provincie Luxemburg,Province du Luxembourg
81000,TOTAL,52845,9778,62623,Arrondissement Aarlen,Arrondissement d’Arlon
81000,MAN,27007,4175,31182,Arrondissement Aarlen,Arrondissement d’Arlon
81000,VROUW,25838,5603,31441,Arrondissement Aarlen,Arrondissement d’Arlon
81001,TOTAL,25092,4766,29858,Aarlen,Arlon
81001,MAN,12863,2017,14880,Aarlen,Arlon
81001,VROUW,12229,2749,14978,Aarlen,Arlon
81003,TOTAL,4857,721,5578,Attert,Attert
81003,MAN,2451,324,2775,Attert,Attert
81003,VROUW,2406,397,2803,Attert,Attert
81004,TOTAL,14400,2693,17093,Aubange,Aubange
81004,MAN,7344,1143,8487,Aubange,Aubange
81004,VROUW,7056,1550,8606,Aubange,Aubange
81013,TOTAL,1629,247,1876,Martelange,Martelange
81013,MAN,853,106,959,Martelange,Martelange
81013,VROUW,776,141,917,Martelange,Martelange
81015,TOTAL,6867,1351,8218,Messancy,Messancy
81015,MAN,3496,585,4081,Messancy,Messancy
81015,VROUW,3371,766,4137,Messancy,Messancy
82000,TOTAL,40723,7690,48413,Arrondissement Bastenaken,Arrondissement de Bastogne
82000,MAN,20787,3375,24162,Arrondissement Bastenaken,Arrondissement de Bastogne
82000,VROUW,19936,4315,24251,Arrondissement Bastenaken,Arrondissement de Bastogne
82003,TOTAL,13550,2435,15985,Bastenaken,Bastogne
82003,MAN,6905,1030,7935,Bastenaken,Bastogne
82003,VROUW,6645,1405,8050,Bastenaken,Bastogne
82005,TOTAL,3201,458,3659,Bertogne,Bertogne
82005,MAN,1638,215,1853,Bertogne,Bertogne
82005,VROUW,1563,243,1806,Bertogne,Bertogne
82009,TOTAL,1991,290,2281,Fauvillers,Fauvillers
82009,MAN,980,138,1118,Fauvillers,Fauvillers
82009,VROUW,1011,152,1163,Fauvillers,Fauvillers
82014,TOTAL,4232,961,5193,Houffalize,Houffalize
82014,MAN,2206,424,2630,Houffalize,Houffalize
82014,VROUW,2026,537,2563,Houffalize,Houffalize
82032,TOTAL,6348,1466,7814,Vielsalm,Vielsalm
82032,MAN,3226,647,3873,Vielsalm,Vielsalm
82032,VROUW,3122,819,3941,Vielsalm,Vielsalm
82036,TOTAL,4920,720,5640,Vaux-sur-Sûre,Vaux-sur-Sûre
82036,MAN,2500,314,2814,Vaux-sur-Sûre,Vaux-sur-Sûre
82036,VROUW,2420,406,2826,Vaux-sur-Sûre,Vaux-sur-Sûre
82037,TOTAL,4384,902,5286,Gouvy,Gouvy
82037,MAN,2250,404,2654,Gouvy,Gouvy
82037,VROUW,2134,498,2632,Gouvy,Gouvy
82038,TOTAL,2097,458,2555,Sainte-Ode,Sainte-Ode
82038,MAN,1082,203,1285,Sainte-Ode,Sainte-Ode
82038,VROUW,1015,255,1270,Sainte-Ode,Sainte-Ode
83000,TOTAL,46027,10449,56476,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne
83000,MAN,23505,4699,28204,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne
83000,VROUW,22522,5750,28272,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne
83012,TOTAL,9068,2327,11395,Durbuy,Durbuy
83012,MAN,4567,1108,5675,Durbuy,Durbuy
83012,VROUW,4501,1219,5720,Durbuy,Durbuy
83013,TOTAL,2621,663,3284,Erezée,Erezée
83013,MAN,1351,322,1673,Erezée,Erezée
83013,VROUW,1270,341,1611,Erezée,Erezée
83028,TOTAL,4603,953,5556,Hotton,Hotton
83028,MAN,2337,406,2743,Hotton,Hotton
83028,VROUW,2266,547,2813,Hotton,Hotton
83031,TOTAL,3349,904,4253,La Roche-en-Ardenne,La Roche-en-Ardenne
83031,MAN,1734,413,2147,La Roche-en-Ardenne,La Roche-en-Ardenne
83031,VROUW,1615,491,2106,La Roche-en-Ardenne,La Roche-en-Ardenne
83034,TOTAL,14328,3137,17465,Marche-en-Famenne,Marche-en-Famenne
83034,MAN,7275,1332,8607,Marche-en-Famenne,Marche-en-Famenne
83034,VROUW,7053,1805,8858,Marche-en-Famenne,Marche-en-Famenne
83040,TOTAL,4556,942,5498,Nassogne,Nassogne
83040,MAN,2412,425,2837,Nassogne,Nassogne
83040,VROUW,2144,517,2661,Nassogne,Nassogne
83044,TOTAL,2183,454,2637,Rendeux,Rendeux
83044,MAN,1125,204,1329,Rendeux,Rendeux
83044,VROUW,1058,250,1308,Rendeux,Rendeux
83049,TOTAL,2327,505,2832,Tenneville,Tenneville
83049,MAN,1150,242,1392,Tenneville,Tenneville
83049,VROUW,1177,263,1440,Tenneville,Tenneville
83055,TOTAL,2992,564,3556,Manhay,Manhay
83055,MAN,1554,247,1801,Manhay,Manhay
83055,VROUW,1438,317,1755,Manhay,Manhay
84000,TOTAL,52138,11237,63375,Arrondissement Neufchâteau,Arrondissement de Neufchâteau
84000,MAN,26515,5056,31571,Arrondissement Neufchâteau,Arrondissement de Neufchâteau
84000,VROUW,25623,6181,31804,Arrondissement Neufchâteau,Arrondissement de Neufchâteau
84009,TOTAL,7228,1565,8793,Bertrix,Bertrix
84009,MAN,3648,710,4358,Bertrix,Bertrix
84009,VROUW,3580,855,4435,Bertrix,Bertrix
84010,TOTAL,4112,1299,5411,Bouillon,Bouillon
84010,MAN,2081,587,2668,Bouillon,Bouillon
84010,VROUW,2031,712,2743,Bouillon,Bouillon
84016,TOTAL,1061,334,1395,Daverdisse,Daverdisse
84016,MAN,552,151,703,Daverdisse,Daverdisse
84016,VROUW,509,183,692,Daverdisse,Daverdisse
84029,TOTAL,1321,303,1624,Herbeumont,Herbeumont
84029,MAN,695,148,843,Herbeumont,Herbeumont
84029,VROUW,626,155,781,Herbeumont,Herbeumont
84033,TOTAL,4861,610,5471,Léglise,Léglise
84033,MAN,2541,282,2823,Léglise,Léglise
84033,VROUW,2320,328,2648,Léglise,Léglise
84035,TOTAL,4347,876,5223,Libin,Libin
84035,MAN,2196,412,2608,Libin,Libin
84035,VROUW,2151,464,2615,Libin,Libin
84043,TOTAL,6566,1133,7699,Neufchâteau (Neufchâteau),Neufchâteau (Neufchâteau)
84043,MAN,3325,510,3835,Neufchâteau (Neufchâteau),Neufchâteau (Neufchâteau)
84043,VROUW,3241,623,3864,Neufchâteau (Neufchâteau),Neufchâteau (Neufchâteau)
84050,TOTAL,4347,1042,5389,Paliseul,Paliseul
84050,MAN,2218,473,2691,Paliseul,Paliseul
84050,VROUW,2129,569,2698,Paliseul,Paliseul
84059,TOTAL,4454,1115,5569,Saint-Hubert,Saint-Hubert
84059,MAN,2253,497,2750,Saint-Hubert,Saint-Hubert
84059,VROUW,2201,618,2819,Saint-Hubert,Saint-Hubert
84068,TOTAL,1979,453,2432,Tellin,Tellin
84068,MAN,1016,193,1209,Tellin,Tellin
84068,VROUW,963,260,1223,Tellin,Tellin
84075,TOTAL,2412,681,3093,Wellin,Wellin
84075,MAN,1218,303,1521,Wellin,Wellin
84075,VROUW,1194,378,1572,Wellin,Wellin
84077,TOTAL,9450,1826,11276,Libramont-Chevigny,Libramont-Chevigny
84077,MAN,4772,790,5562,Libramont-Chevigny,Libramont-Chevigny
84077,VROUW,4678,1036,5714,Libramont-Chevigny,Libramont-Chevigny
85000,TOTAL,44436,9315,53751,Arrondissement Virton,Arrondissement de Virton
85000,MAN,22462,4108,26570,Arrondissement Virton,Arrondissement de Virton
85000,VROUW,21974,5207,27181,Arrondissement Virton,Arrondissement de Virton
85007,TOTAL,4234,946,5180,Chiny,Chiny
85007,MAN,2189,430,2619,Chiny,Chiny
85007,VROUW,2045,516,2561,Chiny,Chiny
85009,TOTAL,5084,793,5877,Etalle,Etalle
85009,MAN,2569,373,2942,Etalle,Etalle
85009,VROUW,2515,420,2935,Etalle,Etalle
85011,TOTAL,4212,1366,5578,Florenville,Florenville
85011,MAN,2130,587,2717,Florenville,Florenville
