trait	location	collection_date	latitude	longitude
Norway/1379/2020	other	27/02/2020	NA	NA
USA/OR_5430/2020	other	01/03/2020	NA	NA
USA/ID-UW-3892/2020	other	26/03/2020	NA	NA
Finland/FIN01032020/2020	other	01/03/2020	NA	NA
Finland/FIN-274/2020	other	04/03/2020	NA	NA
Finland/FIN03032020B/2020	other	03/03/2020	NA	NA
England/20146005704/2020	other	01/04/2020	NA	NA
Australia/VIC145/2020	other	17/03/2020	NA	NA
Australia/WA07/2020	other	13/03/2020	NA	NA
Australia/NSW90/2020	other	22/03/2020	NA	NA
England/CAMB-7707D/2020	other	01/04/2020	NA	NA
England/20102000106/2020	other	27/02/2020	NA	NA
Spain/Andalucia201272/2020	other	28/02/2020	NA	NA
Netherlands/NA_269/2020	other	30/03/2020	NA	NA
France/ARA11036/2020	other	18/03/2020	NA	NA
Hangzhou/HZCDC6789/2020	other	15/03/2020	NA	NA
Scotland/CVR124/2020	other	16/03/2020	NA	NA
Netherlands/NoordBrabant_6/2020	other	06/03/2020	NA	NA
Netherlands/ZuidHolland_8/2020	other	06/03/2020	NA	NA
USA/FL_9590/2020	other	05/03/2020	NA	NA
Iceland/457/2020	other	20/03/2020	NA	NA
USA/WA-UW197/2020	other	12/03/2020	NA	NA
Netherlands/NA_29/2020	other	13/03/2020	NA	NA
England/CAMB-74483/2020	other	20/03/2020	NA	NA
Switzerland/1000477102/2020	other	26/02/2020	NA	NA
Brazil/SPBR-02/2020	other	28/02/2020	NA	NA
USA/WA-UW275/2020	other	14/03/2020	NA	NA
USA/CT-UW-3845/2020	other	25/03/2020	NA	NA
USA/NY-PV09067/2020	other	20/03/2020	NA	NA
USA/NY-PV09063/2020	other	20/03/2020	NA	NA
Scotland/CVR47/2020	other	13/03/2020	NA	NA
Scotland/CVR44/2020	other	13/03/2020	NA	NA
USA/CT-Yale-028/2020	other	18/03/2020	NA	NA
USA/CT-Yale-055/2020	other	27/03/2020	NA	NA
Netherlands/Utrecht_18/2020	other	12/03/2020	NA	NA
Netherlands/ZuidHolland_33/2020	other	13/03/2020	NA	NA
Netherlands/NoordBrabant_73/2020	other	13/03/2020	NA	NA
Singapore/27/2020	other	05/03/2020	NA	NA
England/NOTT-10E72A/2020	other	24/03/2020	NA	NA
Scotland/EDB182/2020	other	24/03/2020	NA	NA
Australia/VIC862/2020	other	05/04/2020	NA	NA
Iceland/541/2020	other	27/03/2020	NA	NA
Scotland/CVR146/2020	other	14/03/2020	NA	NA
Scotland/EDB047/2020	other	17/03/2020	NA	NA
Scotland/EDB533/2020	other	01/04/2020	NA	NA
Scotland/EDB314/2020	other	28/03/2020	NA	NA
Scotland/EDB530/2020	other	01/04/2020	NA	NA
Scotland/CVR125/2020	other	14/03/2020	NA	NA
USA/AZ-TG268188/2020	other	17/03/2020	NA	NA
Luxembourg/LNS0591129/2020	other	09/03/2020	NA	NA
USA/AK-PHL037/2020	other	21/03/2020	NA	NA
USA/AK-PHL015/2020	other	16/03/2020	NA	NA
USA/VA-DCLS-0051/2020	other	28/03/2020	NA	NA
USA/VA-DCLS-0056/2020	other	01/04/2020	NA	NA
Netherlands/NoordBrabant_23/2020	other	05/03/2020	NA	NA
Netherlands/NoordBrabant_56/2020	other	09/03/2020	NA	NA
Netherlands/NA_35/2020	other	10/03/2020	NA	NA
Netherlands/NoordBrabant_22/2020	other	04/03/2020	NA	NA
Netherlands/NA_46/2020	other	08/03/2020	NA	NA
Netherlands/ZuidHolland_38/2020	other	17/03/2020	NA	NA
Netherlands/NA_295/2020	other	01/04/2020	NA	NA
Netherlands/NA_294/2020	other	01/04/2020	NA	NA
Netherlands/NA_298/2020	other	01/04/2020	NA	NA
Netherlands/NoordBrabant_69/2020	other	02/03/2020	NA	NA
Wales/PHWC-24BC9/2020	other	20/03/2020	NA	NA
England/20102087902/2020	other	25/02/2020	NA	NA
SouthAfrica/KRISP_0002/2020	other	23/03/2020	NA	NA
Belgium/ULG-7019/2020	Belgium	15/03/2020	642324.078339003	738769.330823249
Belgium/ULG-6638/2020	Belgium	14/03/2020	646431.892913191	735418.723830617
Belgium/ULG-10080/2020	Belgium	03/04/2020	635595.259433519	735961.632471443
Australia/NSW60/2020	other	17/03/2020	NA	NA
Australia/NSW86/2020	other	19/03/2020	NA	NA
Australia/NSW84/2020	other	19/03/2020	NA	NA
Iceland/354/2020	other	19/03/2020	NA	NA
Australia/VIC121/2020	other	18/03/2020	NA	NA
USA/WA-UW108/2020	other	11/03/2020	NA	NA
USA/MN57-MDH57/2020	other	14/03/2020	NA	NA
England/NOTT-10E292/2020	other	21/03/2020	NA	NA
Australia/NSW83/2020	other	21/03/2020	NA	NA
USA/MN42-MDH42/2020	other	13/03/2020	NA	NA
Taiwan/NTU06/2020	other	13/03/2020	NA	NA
USA/NY-NYUMC176/2020	other	01/04/2020	NA	NA
USA/NY-NYUMC188/2020	other	01/04/2020	NA	NA
USA/NY-NYUMC210/2020	other	03/04/2020	NA	NA
Netherlands/NoordBrabant_20/2020	other	04/03/2020	NA	NA
England/20132035904/2020	other	23/03/2020	NA	NA
Australia/NSW29/2020	other	08/03/2020	NA	NA
Netherlands/NoordBrabant_25/2020	other	06/03/2020	NA	NA
England/20124002002/2020	other	17/03/2020	NA	NA
USA/CZB-RR057-005/2020	other	18/03/2020	NA	NA
Netherlands/NoordBrabant_37/2020	other	06/03/2020	NA	NA
Luxembourg/LNS0641910/2020	other	05/03/2020	NA	NA
USA/NY-PV08414/2020	other	16/03/2020	NA	NA
Australia/VIC10/2020	other	16/03/2020	NA	NA
Scotland/CVR134/2020	other	16/03/2020	NA	NA
USA/NY-WCMP12F01P/2020	other	16/03/2020	NA	NA
Belgium/HAA-030953/2020	Belgium	09/03/2020	702209.758468148	685944.381678004
Spain/Madrid_LP14_3/2020	other	09/03/2020	NA	NA
Netherlands/NA_14/2020	other	10/03/2020	NA	NA
Ireland/24042/2020	other	10/03/2020	NA	NA
Netherlands/NA_85/2020	other	12/03/2020	NA	NA
Luxembourg/LNS1870254/2020	other	10/03/2020	NA	NA
England/200990006/2020	other	26/02/2020	NA	NA
Taiwan/CGMH-CGU-09/2020	other	13/03/2020	NA	NA
Scotland/CVR35/2020	other	13/03/2020	NA	NA
Australia/NSW87/2020	other	24/03/2020	NA	NA
Netherlands/ZuidHolland_81/2020	other	27/03/2020	NA	NA
Wales/PHWC-26EDD/2020	other	30/03/2020	NA	NA
England/20138008004/2020	other	26/03/2020	NA	NA
England/CAMB-77013/2020	other	01/04/2020	NA	NA
Netherlands/NA_318/2020	other	02/04/2020	NA	NA
Netherlands/NA_297/2020	other	01/04/2020	NA	NA
Netherlands/NA_276/2020	other	31/03/2020	NA	NA
Iceland/119/2020	other	17/03/2020	NA	NA
Iceland/279/2020	other	17/03/2020	NA	NA
Iceland/598/2020	other	27/03/2020	NA	NA
Iceland/377/2020	other	19/03/2020	NA	NA
Iceland/174/2020	other	16/03/2020	NA	NA
Iceland/579/2020	other	27/03/2020	NA	NA
Iceland/413/2020	other	19/03/2020	NA	NA
Iceland/502/2020	other	21/03/2020	NA	NA
Iceland/501/2020	other	21/03/2020	NA	NA
Netherlands/NA_34/2020	other	07/03/2020	NA	NA
Luxembourg/LNS0945359/2020	other	07/03/2020	NA	NA
England/CAMB-737E5/2020	other	01/04/2020	NA	NA
England/20144018704/2020	other	01/04/2020	NA	NA
Portugal/PT0020/2020	other	12/03/2020	NA	NA
Netherlands/NA_27/2020	other	13/03/2020	NA	NA
Luxembourg/LNS3694003/2020	other	18/03/2020	NA	NA
Belgium/UGent-9/2020	Belgium	25/03/2020	NA	NA
England/20146011804/2020	other	01/04/2020	NA	NA
Australia/VIC456/2020	other	25/03/2020	NA	NA
Netherlands/NA_201/2020	other	24/03/2020	NA	NA
England/20144072804/2020	other	01/04/2020	NA	NA
USA/NY-WCMP12B04P/2020	other	16/03/2020	NA	NA
Netherlands/NA_199/2020	other	25/03/2020	NA	NA
Shanghai/SH0104/2020	other	09/02/2020	NA	NA
Guangdong/GD2020258-P0018/2020	other	09/02/2020	NA	NA
Guangdong/GDSZ202004-P0004/2020	other	05/02/2020	NA	NA
India/1-27/2020	other	27/01/2020	NA	NA
Shanghai/SH0109/2020	other	02/02/2020	NA	NA
Shanghai/SH0066/2020	other	05/02/2020	NA	NA
Guangdong/FS-S42-P0046/2020	other	28/02/2020	NA	NA
Guangdong/ZH-S33-P0058/2020	other	28/02/2020	NA	NA
China/IQTC02/2020	other	29/01/2020	NA	NA
Shanghai/SH0048/2020	other	01/02/2020	NA	NA
Guangdong/SZ-N59-P0049/2020	other	28/02/2020	NA	NA
Shanghai/SH0091/2020	other	05/02/2020	NA	NA
Shanghai/SH0072/2020	other	01/02/2020	NA	NA
Shanghai/SH0011/2020	other	29/01/2020	NA	NA
Fujian/13/2020	other	22/01/2020	NA	NA
Foshan/20SF210/2020	other	22/01/2020	NA	NA
Foshan/20SF211/2020	other	22/01/2020	NA	NA
Singapore/11/2020	other	02/02/2020	NA	NA
Australia/VIC14/2020	other	02/02/2020	NA	NA
USA/WI1/2020	other	31/01/2020	NA	NA
Jian/JX129/2020	other	26/01/2020	NA	NA
Shanghai/SH0114/2020	other	02/02/2020	NA	NA
Shanghai/SH0107/2020	other	02/02/2020	NA	NA
Guangdong/2020XN4373-P0039/2020	other	30/01/2020	NA	NA
Nepal/61/2020	other	13/01/2020	NA	NA
USA/MA1/2020	other	29/01/2020	NA	NA
Shanghai/SH0093/2020	other	21/01/2020	NA	NA
Shanghai/SH0007/2020	other	28/01/2020	NA	NA
Taiwan/2/2020	other	23/01/2020	NA	NA
HongKong/HKPU61-0202/2020	other	17/02/2020	NA	NA
Shanghai/SH0037/2020	other	30/01/2020	NA	NA
HongKong/HKPU53-0802/2020	other	13/02/2020	NA	NA
Sweden/01/2020	other	07/02/2020	NA	NA
HongKong/HKPU54-0302/2020	other	13/02/2020	NA	NA
Hangzhou/HZCDC0025/2020	other	21/01/2020	NA	NA
HongKong/HKPU48-0202/2020	other	11/02/2020	NA	NA
HongKong/HKPU20_3001/2020	other	05/02/2020	NA	NA
HongKong/HKPU42-0302/2020	other	10/02/2020	NA	NA
Shanghai/SH0098/2020	other	02/02/2020	NA	NA
Shanghai/SH0012/2020	other	02/02/2020	NA	NA
Jian/JX169/2020	other	27/01/2020	NA	NA
SouthKorea/KUMC01/2020	other	06/02/2020	NA	NA
SouthKorea/KUMC02/2020	other	06/02/2020	NA	NA
HongKong/VM20002493/2020	other	09/02/2020	NA	NA
HongKong/HKPU76-0802/2020	other	23/02/2020	NA	NA
HongKong/HKPU86-1802/2020	other	25/02/2020	NA	NA
HongKong/VM20002582/2020	other	12/02/2020	NA	NA
HongKong/VB20024950/2020	other	30/01/2020	NA	NA
HongKong/CUHK1/2020	other	07/02/2020	NA	NA
HongKong/VM20002507/2020	other	10/02/2020	NA	NA
HongKong/HKPU19_0402/2020	other	05/02/2020	NA	NA
Singapore/7/2020	other	27/01/2020	NA	NA
HongKong/HKPU12_2201/2020	other	30/01/2020	NA	NA
Australia/VIC02/2020	other	24/01/2020	NA	NA
France/IDF0373/2020	other	23/01/2020	NA	NA
France/IDF0372/2020	other	23/01/2020	NA	NA
France/IDF0386-islP1/2020	other	28/01/2020	NA	NA
Australia/NSW03/2020	other	25/01/2020	NA	NA
Australia/VIC03/2020	other	25/01/2020	NA	NA
Guangdong/GD2020087-P0008/2020	other	01/02/2020	NA	NA
HongKong/HKPU28_3001/2020	other	09/02/2020	NA	NA
HongKong/HKPU17_2201/2020	other	03/02/2020	NA	NA
Singapore/17/2020	other	10/02/2020	NA	NA
Shanghai/SH0127/2020	other	12/02/2020	NA	NA
Singapore/10/2020	other	04/02/2020	NA	NA
Singapore/9/2020	other	04/02/2020	NA	NA
Singapore/5/2020	other	06/02/2020	NA	NA
USA/CA2/2020	other	22/01/2020	NA	NA
HongKong/HKPU49-3001/2020	other	11/02/2020	NA	NA
HongKong/HKPU52-3101/2020	other	13/02/2020	NA	NA
Shanghai/SH0056/2020	other	08/02/2020	NA	NA
Wuhan/WH05/2020	other	07/02/2020	NA	NA
Shanghai/SH0040/2020	other	30/01/2020	NA	NA
Belgium/DVG-0325146/2020	Belgium	25/03/2020	663694.705446199	614176.342311787
Korea/KCDC2001/2020	other	23/02/2020	NA	NA
Singapore/8/2020	other	03/02/2020	NA	NA
England/200960515/2020	other	25/02/2020	NA	NA
Poland/Pom1/2020	other	06/04/2020	NA	NA
Belgium/BJ-0325181/2020	Belgium	25/03/2020	693563.379941614	684811.158801331
Belgium/DMM-0325180/2020	Belgium	25/03/2020	679541.416840451	650420.731303655
Belgium/JJC-0325165/2020	Belgium	25/03/2020	681726.767181232	687595.19362753
USA/MN4-MDH4/2020	other	09/03/2020	NA	NA
Scotland/EDB027/2020	other	09/03/2020	NA	NA
Scotland/EDB052/2020	other	18/03/2020	NA	NA
Brazil/SPBR-10/2020	other	04/03/2020	NA	NA
USA/MA_1355/2020	other	05/03/2020	NA	NA
Belgium/VRJM-0323114/2020	Belgium	23/03/2020	703009.169085644	647989.335842119
Belgium/VHV-0324118/2020	Belgium	24/03/2020	665616.280694962	656994.903506621
Belgium/DME-0324135/2020	Belgium	24/03/2020	668710.851363841	696302.403841341
Belgium/MNL-0324130/2020	Belgium	24/03/2020	673222.363676572	644810.594463396
Belgium/ULG-10022/2020	Belgium	31/03/2020	644586.809833146	737997.07520577
Belgium/ULG-3665/2020	Belgium	07/03/2020	655507.298361749	737302.345116567
Belgium/ULG-3662/2020	Belgium	07/03/2020	657178.307360028	736930.109489648
Belgium/ULG-3683/2020	Belgium	07/03/2020	647190.254535146	740038.250986023
Shangrao/JX1176/2020	other	03/02/2020	NA	NA
Shangrao/JX1177/2020	other	03/02/2020	NA	NA
Shenzhen/SZTH-003/2020	other	16/01/2020	NA	NA
Foshan/20SF207/2020	other	22/01/2020	NA	NA
Scotland/CVR632/2020	other	25/03/2020	NA	NA
Scotland/CVR96/2020	other	14/03/2020	NA	NA
Shanghai/SH0058/2020	other	30/01/2020	NA	NA
Shanghai/SH0052/2020	other	01/02/2020	NA	NA
USA/CA3/2020	other	29/01/2020	NA	NA
USA/CA4/2020	other	29/01/2020	NA	NA
Shanghai/SH0050/2020	other	05/02/2020	NA	NA
Canada/ON-VIDO-01/2020	other	23/01/2020	NA	NA
Canada/ON-PHL2445/2020	other	25/01/2020	NA	NA
Canada/ON_PHL4181/2020	other	25/01/2020	NA	NA
Belgium/BJ-0324192/2020	Belgium	24/03/2020	696410.822937334	714236.115232413
Hangzhou/HZCDC6706/2020	other	14/03/2020	NA	NA
Australia/NSW101/2020	other	17/03/2020	NA	NA
Australia/NSW10/2020	other	28/02/2020	NA	NA
Australia/NSW08/2020	other	28/02/2020	NA	NA
Australia/NSW219/202	other	28/02/2020	NA	NA
Latvia/0003/2020	other	25/03/2020	NA	NA
Shanghai/SH0086/2020	other	31/01/2020	NA	NA
Shanghai/SH0025/2020	other	06/02/2020	NA	NA
Germany/BavPat1/2020	other	28/01/2020	NA	NA
Shanghai/SH0014/2020	other	28/01/2020	NA	NA
USA/MN34-MDH34/2020	other	12/03/2020	NA	NA
Finland/FIN-114/2020	other	01/03/2020	NA	NA
Belgium/DCS-030796/2020	Belgium	07/03/2020	710768.336563719	634923.767592234
Belgium/KKN-0319184/2020	Belgium	19/03/2020	664991.90751182	656687.926092903
USA/MN47-MDH47/2020	other	13/03/2020	NA	NA
Scotland/CVR11/2020	other	10/03/2020	NA	NA
Belgium/VGA-030672/2020	Belgium	06/03/2020	675223.773658867	716980.400189012
Finland/FIN-25/2020	other	25/02/2020	NA	NA
Canada/ON_PHL0976/2020	other	13/03/2020	NA	NA
Italy/UniMI01/2020	other	24/02/2020	NA	NA
Belgium/DA-030691/2020	Belgium	06/03/2020	629710.39662247	649023.770750685
Belgium/DB-03023/2020	Belgium	02/03/2020	636710.954667219	702999.022476502
Spain/CastillayLeon201061/2020	other	26/02/2020	NA	NA
Spain/Madrid201105/2020	other	25/02/2020	NA	NA
France/ARA10876/2020	other	18/03/2020	NA	NA
USA/WI-136/2020	other	09/04/2020	NA	NA
France/IDF3212/2020	other	23/03/2020	NA	NA
Scotland/CVR52/2020	other	14/03/2020	NA	NA
Scotland/CVR53/2020	other	14/03/2020	NA	NA
Scotland/CVR66/2020	other	06/03/2020	NA	NA
Scotland/CVR78/2020	other	06/03/2020	NA	NA
Scotland/CVR12/2020	other	10/03/2020	NA	NA
Scotland/CVR128/2020	other	13/03/2020	NA	NA
Belgium/MSE-0324131/2020	Belgium	24/03/2020	678648.680102476	652229.865303933
Belgium/VAG-03013/2020	Belgium	01/03/2020	665148.177197976	664678.343213308
Belgium/VLM-03011/2020	Belgium	03/03/2020	664702.869325302	665097.00357012
Denmark/SSI-04/2020	other	02/03/2020	NA	NA
Belgium/RS-030257/2020	Belgium	02/03/2020	662556.386143296	685499.025408359
Denmark/SSI-02/2020	other	28/02/2020	NA	NA
Portugal/PT0090/2020	other	21/03/2020	NA	NA
Zhejiang/HZ103/2020	other	24/01/2020	NA	NA
Luxembourg/LNS0000001/2020	other	29/02/2020	NA	NA
Luxembourg/Lux1/2020	other	29/02/2020	NA	NA
Italy/INMI8/2020	other	07/03/2020	NA	NA
Norway/1526/2020	other	02/03/2020	NA	NA
Scotland/EDB041/2020	other	12/03/2020	NA	NA
USA/VA-DCLS-0044/2020	other	27/03/2020	NA	NA
USA/VA-DCLS-0043/2020	other	27/03/2020	NA	NA
USA/VA-DCLS-0045/2020	other	27/03/2020	NA	NA
Austria/CeMM0003/2020	other	26/02/2020	NA	NA
Ireland/Dublin-22361/2020	other	08/03/2020	NA	NA
USA/MN136-MDH136/2020	other	17/03/2020	NA	NA
Netherlands/Delft_1363424/2020	other	28/02/2020	NA	NA
England/200990723/2020	other	27/02/2020	NA	NA
England/20146064604/2020	other	01/04/2020	NA	NA
Belgium/030959/2020	Belgium	09/03/2020	664958.789406077	649926.106971012
Scotland/EDB563/2020	other	31/03/2020	NA	NA
Belgium/ULG-10046/2020	Belgium	31/03/2020	644887.33212946	748372.160858347
USA/MN68-MDH68/2020	other	14/03/2020	NA	NA
Wales/PHWC-24895/2020	other	21/03/2020	NA	NA
Nigeria/Lagos01/2020	other	27/02/2020	NA	NA
USA/NY-NYUMC150/2020	other	01/04/2020	NA	NA
Mexico/Chihuahua-IMSS_01/2020	other	13/03/2020	NA	NA
Switzerland/TI2045/2020	other	01/03/2020	NA	NA
Belgium/FR-03029/2020	Belgium	02/03/2020	654633.005457939	660686.042736527
Portugal/PT0019/2020	other	12/03/2020	NA	NA
Australia/VIC672/2020	other	27/03/2020	NA	NA
USA/MN5-MDH5/2020	other	10/03/2020	NA	NA
Peru/010/2020	other	10/03/2020	NA	NA
Australia/VIC828/2020	other	03/04/2020	NA	NA
Canada/ON_PHL3458/2020	other	12/03/2020	NA	NA
Netherlands/ZuidHolland_28/2020	other	09/03/2020	NA	NA
Wales/PHWC-26A15/2020	other	29/03/2020	NA	NA
Scotland/EDB378/2020	other	30/03/2020	NA	NA
USA/GA_2742/2020	other	29/02/2020	NA	NA
Scotland/EDB560/2020	other	01/04/2020	NA	NA
Italy/TE4959/2020	other	14/03/2020	NA	NA
Denmark/SSI-01/2020	other	26/02/2020	NA	NA
Spain/Valencia98/2020	other	17/03/2020	NA	NA
Ecuador/HGSQ-USFQ-018/2020	other	30/03/2020	NA	NA
Switzerland/GR2988/2020	other	27/02/2020	NA	NA
Switzerland/GR3043/2020	other	27/02/2020	NA	NA
Switzerland/VD0503/2020	other	29/02/2020	NA	NA
Switzerland/VD5615/2020	other	01/03/2020	NA	NA
Australia/VIC881/2020	other	06/04/2020	NA	NA
Australia/VIC388/2020	other	23/03/2020	NA	NA
Taiwan/CGMH-CGU-13/2020	other	17/03/2020	NA	NA
CzechRepublic/IAB_22/2020	other	28/03/2020	NA	NA
CzechRepublic/IAB_20/2020	other	27/03/2020	NA	NA
Belgium/BG-030955/2020	Belgium	09/03/2020	712429.053669948	734269.932943693
Belgium/UGent-6/2020	Belgium	24/03/2020	NA	NA
Belgium/UMF-03025/2020	Belgium	02/03/2020	675779.216068985	675234.216323609
Scotland/EDB007/2020	other	06/03/2020	NA	NA
Scotland/CVR68/2020	other	09/03/2020	NA	NA
Germany/NRW-13/2020	other	11/03/2020	NA	NA
England/20129096804/2020	other	11/03/2020	NA	NA
Belgium/ULG-2971/2020	Belgium	05/03/2020	646790.24708192	745012.319407183
Belgium/RYR-030649/2020	Belgium	06/03/2020	635182.405974618	727659.563192284
Belgium/GJ-030458/2020	Belgium	04/03/2020	616443.504790455	650028.21605081
Belgium/ULG-10068/2020	Belgium	03/04/2020	646444.156327348	735956.543014309
Belgium/ULG-3843/2020	Belgium	08/03/2020	653973.281993078	735569.831548714
Belgium/ULG-10104/2020	Belgium	06/04/2020	649979.868707833	734052.196615599
Australia/VIC29/2020	other	10/03/2020	NA	NA
Netherlands/NA_222/2020	other	26/03/2020	NA	NA
Germany/NRW-55/2020	other	20/03/2020	NA	NA
Germany/NRW-45/2020	other	20/03/2020	NA	NA
Netherlands/ZuidHolland_102/2020	other	18/03/2020	NA	NA
Belgium/MC-030689/2020	Belgium	06/03/2020	584275.317855786	653234.66501426
Belgium/FM-030592/2020	Belgium	05/03/2020	627707.152126429	628032.562030586
Belgium/LD-030597/2020	Belgium	05/03/2020	710330.201391463	625622.478040172
Belgium/VMC-030695/2020	Belgium	06/03/2020	694876.378245711	603448.771801489
Belgium/SB-030990/2020	Belgium	09/03/2020	624291.354833794	652635.622046276
Belgium/DD-030593/2020	Belgium	05/03/2020	619799.871472232	631619.713259612
Belgium/RR-030699/2020	Belgium	06/03/2020	662350.068288215	598656.892528021
Brazil/SPBR-12/2020	other	04/03/2020	NA	NA
Switzerland/1000477757/2020	other	29/02/2020	NA	NA
Netherlands/ZuidHolland_72/2020	other	24/03/2020	NA	NA
Germany/Baden-Wuerttemberg-1/2020	other	25/02/2020	NA	NA
USA/NY-PV08124/2020	other	14/03/2020	NA	NA
USA/NY-PV08123/2020	other	14/03/2020	NA	NA
USA/NY-PV08122/2020	other	11/03/2020	NA	NA
USA/CT-Yale-024/2020	other	18/03/2020	NA	NA
USA/NY-NYUMC112/2020	other	18/03/2020	NA	NA
Switzerland/SZ1417/2020	other	02/03/2020	NA	NA
CzechRepublic/IAB_15/2020	other	26/03/2020	NA	NA
Wales/PHWC-26769/2020	other	28/03/2020	NA	NA
Turkey/GLAB-CoV013/2020	other	16/04/2020	NA	NA
Belgium/ULG-10053/2020	Belgium	05/04/2020	642206.218550374	755012.184872246
Belgium/ULG-10127/2020	Belgium	07/04/2020	645088.120580768	726064.676150808
Belgium/ULG-10006/2020	Belgium	30/03/2020	612821.949301956	768246.863116935
Belgium/ULG-10043/2020	Belgium	31/03/2020	644485.073947699	723441.569504824
Belgium/ULG-10105/2020	Belgium	06/04/2020	646523.180145426	736580.334371092
Belgium/RGE-0325122/2020	Belgium	25/03/2020	668483.402305548	690356.465806893
Belgium/JK-0305110/2020	Belgium	05/03/2020	725042.204907635	574761.136255512
Belgium/TG-030757/2020	Belgium	07/03/2020	618568.793380168	688017.417188009
Belgium/DBD-03024/2020	Belgium	02/03/2020	677374.201270582	674304.159195716
Belgium/QKJ-03015/2020	Belgium	01/03/2020	670451.709793149	647903.035046094
Belgium/DJ-030452/2020	Belgium	04/03/2020	691715.64633695	629230.896211029
Belgium/RJ-030552/2020	Belgium	05/03/2020	673281.133412683	672420.179389172
USA/MI-SC2-0002/2020	other	10/03/2020	NA	NA
Wales/PHWC-265F6/2020	other	27/03/2020	NA	NA
SouthAfrica/KRISP_0012/2020	other	01/04/2020	NA	NA
Taiwan/225/2020	other	22/03/2020	NA	NA
Iceland/442/2020	other	20/03/2020	NA	NA
Canada/ON_PHL7590/2020	other	14/03/2020	NA	NA
Iceland/439/2020	other	20/03/2020	NA	NA
Australia/VIC613/2020	other	26/03/2020	NA	NA
Wales/PHWC-26514/2020	other	26/03/2020	NA	NA
England/20146005204/2020	other	01/04/2020	NA	NA
England/20146005304/2020	other	01/04/2020	NA	NA
Switzerland/1000477377/2020	other	27/02/2020	NA	NA
Canada/ON_PHL8458/2020	other	12/03/2020	NA	NA
Canada/ON_PHL8539/2020	other	10/03/2020	NA	NA
Canada/ON_PHL0654/2020	other	11/03/2020	NA	NA
Netherlands/Friesland_7/2020	other	28/03/2020	NA	NA
Australia/VIC297/2020	other	23/03/2020	NA	NA
England/20142002704/2020	other	30/03/2020	NA	NA
Wales/PHWC-24965/2020	other	19/03/2020	NA	NA
England/CAMB-77031/2020	other	01/04/2020	NA	NA
Australia/VIC394/2020	other	24/03/2020	NA	NA
Spain/Valencia7/2020	other	02/03/2020	NA	NA
Brazil/GO0106/2020	other	13/03/2020	NA	NA
Belgium/ULG-10044/2020	Belgium	31/03/2020	636948.243491054	725906.778622491
Portugal/PT0016/2020	other	10/03/2020	NA	NA
Portugal/PT0010/2020	other	08/03/2020	NA	NA
Portugal/PT0028/2020	other	07/03/2020	NA	NA
Portugal/PT0007/2020	other	07/03/2020	NA	NA
Netherlands/Diemen_1363454/2020	other	28/02/2020	NA	NA
Switzerland/GE1422/2020	other	28/02/2020	NA	NA
Switzerland/AG7120/2020	other	29/02/2020	NA	NA
Netherlands/Helmond_1363548/2020	other	29/02/2020	NA	NA
Switzerland/GE1402/2020	other	28/02/2020	NA	NA
Brazil/DFBR-0001/2020	other	13/03/2020	NA	NA
Canada/ON_PHL2653/2020	other	07/03/2020	NA	NA
Australia/NT11/2020	other	27/03/2020	NA	NA
Brazil/RJ-818/2020	other	25/03/2020	NA	NA
Brazil/RJ-872/2020	other	26/03/2020	NA	NA
Brazil/RJ-763/2020	other	20/03/2020	NA	NA
Brazil/DF-861/2020	other	23/03/2020	NA	NA
Brazil/DF-619i/2020	other	13/03/2020	NA	NA
Brazil/DF-615i/2020	other	13/03/2020	NA	NA
Brazil/DF-862/2020	other	23/03/2020	NA	NA
Brazil/DF-891/2020	other	22/03/2020	NA	NA
Australia/VIC876/2020	other	05/04/2020	NA	NA
Belgium/HCM-0324151/2020	Belgium	24/03/2020	654774.927123936	650847.418745532
Belgium/GJJ-0325145/2020	Belgium	25/03/2020	691482.71461555	710334.860132735
Belgium/VWJM-0324136/2020	Belgium	24/03/2020	672247.746021549	678427.600480799
Belgium/VT-0325143/2020	Belgium	25/03/2020	685512.168242078	705009.987339636
Scotland/CVR152/2020	other	16/03/2020	NA	NA
Wales/PHWC-26408/2020	other	27/03/2020	NA	NA
Scotland/EDB056/2020	other	18/03/2020	NA	NA
Scotland/EDB099/2020	other	20/03/2020	NA	NA
Wales/PHWC-2559D/2020	other	23/03/2020	NA	NA
Wales/PHWC-2523C/2020	other	22/03/2020	NA	NA
England/20128090902/2020	other	18/03/2020	NA	NA
England/20144006704/2020	other	30/03/2020	NA	NA
England/20129006802/2020	other	19/03/2020	NA	NA
Scotland/CVR213/2020	other	19/03/2020	NA	NA
England/NOTT-10E4BA/2020	other	22/03/2020	NA	NA
England/SHEF-C0725/2020	other	25/03/2020	NA	NA
England/SHEF-BFF30/2020	other	25/03/2020	NA	NA
Scotland/CVR32/2020	other	13/03/2020	NA	NA
Scotland/EDB365/2020	other	29/03/2020	NA	NA
England/20146069604/2020	other	01/04/2020	NA	NA
England/20146069704/2020	other	01/04/2020	NA	NA
Wales/PHWC-25542/2020	other	23/03/2020	NA	NA
Denmark/SSI-05/2020	other	02/03/2020	NA	NA
Russia/Moscow_PMVL-1/2020	other	18/03/2020	NA	NA
England/SHEF-C043D/2020	other	27/03/2020	NA	NA
England/CAMB-76F9F/2020	other	01/04/2020	NA	NA
Finland/13M3/2020	other	13/03/2020	NA	NA
Netherlands/ZuidHolland_69/2020	other	24/03/2020	NA	NA
